"Pitcher","TaggedPitchType","PitchNo","Date","Time","PAofInning","PitchofPA","PitcherId","PitcherThrows","PitcherTeam","Batter","BatterId","BatterSide","BatterTeam","PitcherSet","Inning","Top/Bottom","Outs","Balls","Strikes","AutoPitchType","PitchCall","KorBB","TaggedHitType","PlayResult","OutsOnPlay","RunsScored","Notes","RelSpeed","VertRelAngle","HorzRelAngle","SpinRate","SpinAxis","Tilt","RelHeight","RelSide","Extension","VertBreak","InducedVertBreak","HorzBreak","PlateLocHeight","PlateLocSide","ZoneSpeed","VertApprAngle","HorzApprAngle","ZoneTime","ExitSpeed","Angle","Direction","HitSpinRate","PositionAt110X","PositionAt110Y","PositionAt110Z","Distance","LastTrackedDistance","Bearing","HangTime","pfxx","pfxz","x0","y0","z0","vx0","vy0","vz0","ax0","ay0","az0","HomeTeam","AwayTeam","Stadium","Level","League","GameID","PitchUID","EffectiveVelo","MaxHeight","MeasuredDuration","SpeedDrop","PitchLastMeasuredX","PitchLastMeasuredY","PitchLastMeasuredZ","ContactPositionX","ContactPositionY","ContactPositionZ","GameUID","UTCDate","UTCTime","LocalDateTime","UTCDateTime","AutoHitType","System","HomeTeamForeignID","AwayTeamForeignID","GameForeignID","Catcher","CatcherId","CatcherThrows","CatcherTeam","PlayID","PitchTrajectoryXc0","PitchTrajectoryXc1","PitchTrajectoryXc2","PitchTrajectoryYc0","PitchTrajectoryYc1","PitchTrajectoryYc2","PitchTrajectoryZc0","PitchTrajectoryZc1","PitchTrajectoryZc2","HitSpinAxis","HitTrajectoryXc0","HitTrajectoryXc1","HitTrajectoryXc2","HitTrajectoryXc3","HitTrajectoryXc4","HitTrajectoryXc5","HitTrajectoryXc6","HitTrajectoryXc7","HitTrajectoryXc8","HitTrajectoryYc0","HitTrajectoryYc1","HitTrajectoryYc2","HitTrajectoryYc3","HitTrajectoryYc4","HitTrajectoryYc5","HitTrajectoryYc6","HitTrajectoryYc7","HitTrajectoryYc8","HitTrajectoryZc0","HitTrajectoryZc1","HitTrajectoryZc2","HitTrajectoryZc3","HitTrajectoryZc4","HitTrajectoryZc5","HitTrajectoryZc6","HitTrajectoryZc7","HitTrajectoryZc8","ThrowSpeed","PopTime","ExchangeTime","TimeToBase","CatchPositionX","CatchPositionY","CatchPositionZ","ThrowPositionX","ThrowPositionY","ThrowPositionZ","BasePositionX","BasePositionY","BasePositionZ","ThrowTrajectoryXc0","ThrowTrajectoryXc1","ThrowTrajectoryXc2","ThrowTrajectoryYc0","ThrowTrajectoryYc1","ThrowTrajectoryYc2","ThrowTrajectoryZc0","ThrowTrajectoryZc1","ThrowTrajectoryZc2","PitchReleaseConfidence","PitchLocationConfidence","PitchMovementConfidence","HitLaunchConfidence","HitLandingConfidence","CatcherThrowCatchConfidence","CatcherThrowReleaseConfidence","CatcherThrowLocationConfidence","Counts","Barrel","HardHit","secTilt","AveTilt"
"Paul Hughes","Fastball",76,2024-09-18,16:14:48,3,1,1000327998,"Right","MIA_RED","Novak, Ryan","10035937","Left","MIA_RED","Undefined",3,"Top",1,0,0,"Sinker","StrikeCalled","Undefined","Undefined","Undefined",0,0,NA,88.30816,-1.168065,-2.886472,2072.217597,230.428612,01:45:00,5.42014,1.80704,5.03039,-24.80033,11.98213,13.17694,2.24982,0.17942,81.3257,-5.713597,-0.561444,0.436508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.26666,6.57414,-1.54205,50,5.28873,5.85156,-128.08285,-3.54577,-12.17812,24.26382,-21.15653,"MIA_RED","MIA_RED","McKieFieldStad","TeamExclusive","Team","20240918-McKieFieldStad-Private-2","a7df7c90-75fa-11ef-8e75-617990067e94",86.35002,NA,NA,6.98247,NA,NA,NA,NA,NA,NA,"aac22b23-72a5-4037-a7ba-d3fca9a9c105",2024-09-18,20:14:48,2024-09-18 20:14:48.466363,2024-09-18 20:14:48.466363,NA,"v3",471355,471355,NA,"Novak, David","1000076952","Right","MIA_RED","65de495f-0d7f-4ced-bbe2-9a0435ad0c0b",55.46789,-129.11452,12.13191,5.42036,-2.64622,-10.57826,-1.80186,6.36936,-6.08906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High",NA,NA,NA,NA,NA,"0-0",FALSE,NA,7679.34782608696,NA
"Paul Hughes","Fastball",4,2024-10-03,16:02:05,1,4,1000327998,"Right","MIA_RED","Gorski, Justin","1000092396","Left","MIA_RED","Undefined",1,"Top",0,2,1,"Sinker","StrikeCalled","Undefined","Undefined","Undefined",0,0,NA,89.88094,0.301689,-2.728158,2120.084744,250.804669,02:15:00,5.12944,1.57596,5.21667,-28.89407,6.27355,15.12052,3.00559,0.26892,82.8417,-4.98072,-0.050608,0.426818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.23874,3.36662,-1.33579,50,5.13561,5.52622,-130.49011,-0.43,-14.35191,24.80782,-26.30939,"MIA_RED","MIA_RED","McKieFieldStad","TeamExclusive","Team","20241003-McKieFieldStad-Private-1","5d4ef970-81c2-11ef-9d79-25cde8d1efad",88.3103,NA,NA,7.03924,NA,NA,NA,NA,NA,NA,"e03e4690-a92c-48a3-9636-72675eae3790",2024-10-03,20:02:05,2024-10-03 20:02:05.293,2024-10-03 20:02:05.293,NA,"v3",471355,471355,NA,"Novak, David","1000076952","Right","MIA_RED","72fb0fd3-8bdb-4f49-8ba7-41363a3e0a55",55.2828,-131.4906,12.40391,5.13156,0.63105,-13.1547,-1.57034,6.10503,-7.17595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High",NA,NA,NA,NA,NA,"2-1",FALSE,NA,7679.34782608696,NA
"Paul Hughes","Fastball",120,2024-09-18,16:38:34,1,2,1000327998,"Right","MIA_RED","Gorski, Justin","1000092396","Left","MIA_RED","Undefined",4,"Top",0,1,0,"Sinker","BallCalled","Undefined","Undefined","Undefined",0,0,NA,88.75476,-0.936996,-1.806478,2233.350501,247.893302,02:15:00,5.22055,1.55586,5.32117,-27.44667,9.13575,19.36938,2.05351,1.47417,80.47518,-6.0092,1.634917,0.435319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.19709,5.24555,-1.40662,50,5.11628,3.1659,-128.65504,-3.11178,-16.92499,29.11302,-23.46756,"MIA_RED","MIA_RED","McKieFieldStad","TeamExclusive","Team","20240918-McKieFieldStad-Private-2","f9e38d30-75fd-11ef-8e75-617990067e94",86.58577,NA,NA,8.27959,NA,NA,NA,NA,NA,NA,"aac22b23-72a5-4037-a7ba-d3fca9a9c105",2024-09-18,20:38:34,2024-09-18 20:38:34.27147,2024-09-18 20:38:34.27147,NA,"v3",471355,471355,NA,"Novak, David","1000076952","Right","MIA_RED","78ee3a09-4e66-42a0-8ff7-1a12bb0eb94d",55.17508,-129.82082,14.55651,5.22207,-2.17206,-11.73378,-1.54696,3.84363,-8.4625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High",NA,NA,NA,NA,NA,"1-0",FALSE,NA,7679.34782608696,NA
"Paul Hughes","Fastball",10,2024-10-03,16:05:12,2,4,1000327998,"Right","MIA_RED","Krupinski, Dom","702597","Left","MIA_RED","Undefined",1,"Top",0,2,1,"Sinker","BallCalled","Undefined","Undefined","Undefined",0,0,NA,88.63349,-0.95652,-0.991451,2171.365034,249.258594,02:15:00,5.1049,1.78315,5.13777,-29.0634,7.62268,16.97883,1.78205,2.26438,80.93572,-6.280469,2.016304,0.435935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.70481,4.43614,-1.7038,50,4.99312,1.43706,-128.57516,-3.2575,-14.52616,27.43818,-24.77121,"MIA_RED","MIA_RED","McKieFieldStad","TeamExclusive","Team","20241003-McKieFieldStad-Private-1","cca3a550-81c2-11ef-9d79-25cde8d1efad",86.46339,NA,NA,7.69777,NA,NA,NA,NA,NA,NA,"e03e4690-a92c-48a3-9636-72675eae3790",2024-10-03,20:05:12,2024-10-03 20:05:12.278,2024-10-03 20:05:12.278,NA,"v3",471355,471355,NA,"Novak, David","1000076952","Right","MIA_RED","b5c6bd5f-4a90-42d5-b09a-5fb30106ef34",55.35937,-129.71382,13.71909,5.10698,-2.22952,-12.38561,-1.77594,2.03988,-7.26308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High",NA,NA,NA,NA,NA,"2-1",FALSE,NA,7679.34782608696,NA
"Paul Hughes","Fastball",11,2024-10-03,16:05:34,2,5,1000327998,"Right","MIA_RED","Krupinski, Dom","702597","Left","MIA_RED","Undefined",1,"Top",0,3,1,"Sinker","InPlay","Undefined","GroundBall","Out",1,0,NA,88.90401,0.035539,-2.258466,2126.604311,242.454223,02:00:00,5.13832,1.87282,5.41851,-29.40041,6.53083,10.38461,2.72161,0.62154,81.40573,-5.373071,-0.411707,0.431427,86.20067,-8.652667,22.889778,NA,NA,NA,NA,18.72079,18.72079,18.439526,0.133739,-5.89,3.58693,-1.67985,50,5.12097,4.63668,-129.04649,-1.00231,-9.9457,26.51344,-26.11728,"MIA_RED","MIA_RED","McKieFieldStad","TeamExclusive","Team","20241003-McKieFieldStad-Private-1","d9d1d260-81c2-11ef-9d79-25cde8d1efad",87.36688,2.71508,NA,7.49827,NA,NA,NA,2.46764,2.71508,-0.67742,"e03e4690-a92c-48a3-9636-72675eae3790",2024-10-03,20:05:34,2024-10-03 20:05:34.333,2024-10-03 20:05:34.333,"GroundBall","v3",471355,471355,NA,"Novak, David","1000076952","Right","MIA_RED","4d2c7f7b-3fcb-44ed-8f82-0045c0619f21",55.08064,-130.08616,13.25672,5.14019,0.02182,-13.05864,-1.86931,5.02668,-4.97285,235.606944,2.46767,115.14374,-5.99908,NA,NA,NA,NA,NA,NA,2.71509,-19.02131,-9.5721,NA,NA,NA,NA,NA,NA,-0.67745,48.61798,5.41171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","High","High",NA,NA,NA,"3-1",FALSE,FALSE,7679.34782608696,NA
"Paul Hughes","Fastball",100,2024-10-08,16:56:59,4,4,1000327998,"Right","MIA_RED","Villanueva, Wilson Javier","10146031","Right","MIA_RED","Undefined",3,"Top",1,2,1,"Sinker","StrikeCalled","Undefined","Undefined","Undefined",0,0,NA,87.93036,-0.371158,-3.984931,2221.46652,258.637879,02:30:00,5.6616,1.19167,5.35577,-32.28041,5.55575,20.27848,2.62264,-0.86165,78.6023,-6.340489,-0.388537,0.442716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-11.45288,3.35819,-0.84765,50,5.60568,7.91527,-127.05769,-2.02109,-18.29263,31.60022,-26.81033,"MIA_RED","MIA_RED","McKieFieldStad","TeamExclusive","Team","20241008-McKieFieldStad-Private-1","dcc9b250-85b7-11ef-bc7a-2929c503e766",85.13914,NA,NA,9.32806,NA,NA,NA,NA,NA,NA,"de7806b2-8c92-4ad9-9ed1-b25bd02c6928",2024-10-08,20:56:59,2024-10-08 20:56:59.558779,2024-10-08 20:56:59.558779,NA,"v3",471355,471355,NA,"Raether, Carson","1000338521","Right","MIA_RED","2f36a2ea-e317-4b3b-96c7-43aa6cc25404",55.13874,-128.32937,15.80011,5.66531,-0.94217,-13.40516,-1.18099,8.65141,-9.14632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High",NA,NA,NA,NA,NA,"2-1",FALSE,NA,7679.34782608696,NA
"Paul Hughes","Fastball",17,2024-10-03,16:08:27,4,5,1000327998,"Right","MIA_RED","Novak, Ryan","10035937","Left","MIA_RED","Undefined",1,"Top",1,3,1,"Sinker","FoulBallNotFieldable","Undefined","Undefined","Undefined",0,0,NA,88.35502,-0.762068,-2.806954,2169.015084,250.427874,02:15:00,5.12166,1.83056,4.9821,-30.43057,6.72776,15.51977,1.86522,0.47103,80.66237,-6.315164,-0.06919,0.438732,93.78659,23.172269,-40.44655,4394.231213,79.13682,38.68613,-76.40254,297.07902,193.01275,-51.132976,3.460824,-8.52063,3.88831,-1.57323,50,5.02344,5.56363,-128.04935,-2.89124,-14.1177,26.95302,-25.73155,"MIA_RED","MIA_RED","McKieFieldStad","TeamExclusive","Team","20241003-McKieFieldStad-Private-1","41465970-81c3-11ef-9d79-25cde8d1efad",85.91221,44.90111,NA,7.69265,NA,NA,NA,0.79942,1.84813,-0.48675,"e03e4690-a92c-48a3-9636-72675eae3790",2024-10-03,20:08:27,2024-10-03 20:08:27.647,2024-10-03 20:08:27.647,"LineDrive","v3",471355,471355,NA,"Novak, David","1000076952","Right","MIA_RED","4112fb76-7aae-4c1c-b226-defd0a0c47fe",55.51646,-129.20529,13.47651,5.12377,-1.78769,-12.86577,-1.82482,6.1691,-7.05885,NA,0.79961,96.2251,-23.31984,5.48859,-1.02962,0.13774,-0.00902,-0.00043,9e-05,1.84787,54.14099,-18.82673,1.66361,-0.58396,0.23041,-0.06279,0.00962,-0.00061,-0.4869,-82.02927,8.9605,-2.26091,0.37972,-0.01894,-0.00878,0.00215,-0.00016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","High","Medium",NA,NA,NA,"3-1",FALSE,FALSE,7679.34782608696,NA
"Paul Hughes","Fastball",5,2024-10-03,16:02:21,1,5,1000327998,"Right","MIA_RED","Gorski, Justin","1000092396","Left","MIA_RED","Undefined",1,"Top",0,2,2,"Sinker","BallCalled","Undefined","Undefined","Undefined",0,0,NA,89.19112,-1.031455,-4.556061,2102.102934,246.582351,02:15:00,5.03282,1.59245,5.18148,-29.03698,6.89536,13.48316,1.63944,-1.57964,82.24865,-6.323977,-2.176835,0.431434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.01182,3.97055,-1.17933,50,4.9144,9.70968,-129.22312,-3.43913,-13.66824,24.67574,-25.40025,"MIA_RED","MIA_RED","McKieFieldStad","TeamExclusive","Team","20241003-McKieFieldStad-Private-1","66a56a90-81c2-11ef-9d79-25cde8d1efad",87.36552,NA,NA,6.94247,NA,NA,NA,NA,NA,NA,"e03e4690-a92c-48a3-9636-72675eae3790",2024-10-03,20:02:21,2024-10-03 20:02:21.071,2024-10-03 20:02:21.071,NA,"v3",471355,471355,NA,"Novak, David","1000076952","Right","MIA_RED","66ae8c08-d8a3-441d-8686-f5dd239d9f26",55.31992,-130.23502,12.33787,5.03407,-2.39752,-12.70013,-1.58899,10.27018,-6.83412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High",NA,NA,NA,NA,NA,"2-2",FALSE,NA,7679.34782608696,NA
"Paul Hughes","Fastball",139,2024-10-08,17:17:42,2,1,1000327998,"Right","MIA_RED","Boyer, Quinn","1000152647","Right","MIA_RED","Undefined",4,"Top",0,0,0,"Changeup","InPlay","Undefined","Bunt","Out",1,0,NA,85.39754,-0.161587,-2.21859,2140.764168,240.890573,02:00:00,5.73989,1.38596,5.27249,-29.30635,10.30497,16.02942,3.14581,0.63684,77.32997,-5.583258,0.62473,0.452982,34.97349,-55.853633,26.295346,NA,NA,NA,NA,5.14013,5.14013,4.178496,0.07645,-8.77422,5.58803,-1.1958,50,5.70389,4.10555,-123.77634,-1.38038,-13.46563,27.18625,-23.59822,"MIA_RED","MIA_RED","McKieFieldStad","TeamExclusive","Team","20241008-McKieFieldStad-Private-1","c19148b0-85ba-11ef-bc7a-2929c503e766",83.20956,3.3089,NA,8.06757,NA,NA,NA,3.11447,3.3089,-0.61966,"de7806b2-8c92-4ad9-9ed1-b25bd02c6928",2024-10-08,21:17:42,2024-10-08 21:17:42.416968,2024-10-08 21:17:42.416968,"GroundBall","v3",471355,471355,NA,"Raether, Carson","1000338521","Right","MIA_RED","72cce39d-2cc4-4076-bcf2-80b2104b6979",55.2254,-124.91878,13.59313,5.74106,-0.38872,-11.79911,-1.38022,4.67141,-6.73282,NA,3.10826,26.31762,NA,NA,NA,NA,NA,NA,NA,3.31912,-43.282,NA,NA,NA,NA,NA,NA,NA,-0.62273,13.00432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","Estimated","Estimated",NA,NA,NA,"0-0",FALSE,FALSE,7679.34782608696,NA
"Paul Hughes","Fastball",16,2024-10-03,16:08:13,4,4,1000327998,"Right","MIA_RED","Novak, Ryan","10035937","Left","MIA_RED","Undefined",1,"Top",1,3,0,"Sinker","StrikeCalled","Undefined","Undefined","Undefined",0,0,NA,87.99076,-0.177665,-2.460579,2090.761971,255.771708,02:30:00,5.08608,1.83131,4.82701,-31.72679,6.22992,19.34316,2.27377,1.11152,79.67008,-5.969349,0.943001,0.443421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.26823,3.50079,-1.60494,50,5.04155,4.55647,-127.41772,-1.65572,-16.71191,28.62736,-26.4764,"MIA_RED","MIA_RED","McKieFieldStad","TeamExclusive","Team","20241003-McKieFieldStad-Private-1","38961360-81c3-11ef-9d79-25cde8d1efad",85.00381,NA,NA,8.32069,NA,NA,NA,NA,NA,NA,"e03e4690-a92c-48a3-9636-72675eae3790",2024-10-03,20:08:13,2024-10-03 20:08:13.409,2024-10-03 20:08:13.409,NA,"v3",471355,471355,NA,"Novak, David","1000076952","Right","MIA_RED","a64d87c1-1b37-42e4-add1-09eb04b13e80",55.67017,-128.68535,14.31368,5.08891,-0.48334,-13.2382,-1.82309,5.29648,-8.35595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High",NA,NA,NA,NA,NA,"3-0",FALSE,NA,7679.34782608696,NA
"Paul Hughes","Fastball",73,2024-09-18,16:13:23,2,2,1000327998,"Right","MIA_RED","Baker, Dillon","1000034148","Right","MIA_RED","Undefined",3,"Top",1,0,1,"Sinker","BallCalled","Undefined","Undefined","Undefined",0,0,NA,90.16034,0.096275,-2.594415,2310.665543,237.667136,02:00:00,5.56308,1.18814,5.60099,-24.3595,10.3902,14.68528,3.62309,-0.01173,82.33828,-4.433809,0.024638,0.424274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.11367,5.56744,-0.97547,50,5.55567,5.26915,-130.83021,-0.6376,-14.07504,27.37732,-22.51602,"MIA_RED","MIA_RED","McKieFieldStad","TeamExclusive","Team","20240918-McKieFieldStad-Private-2","75927120-75fa-11ef-8e75-617990067e94",88.83976,NA,NA,7.82207,NA,NA,NA,NA,NA,NA,"aac22b23-72a5-4037-a7ba-d3fca9a9c105",2024-09-18,20:13:23,2024-09-18 20:13:23.891489,2024-09-18 20:13:23.891489,NA,"v3",471355,471355,NA,"Novak, David","1000076952","Right","MIA_RED","37f0ae73-319f-4298-983b-17648063cfa3",54.89618,-131.85079,13.68866,5.56379,0.20177,-11.25801,-1.18168,5.79385,-7.03752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High",NA,NA,NA,NA,NA,"0-1",FALSE,NA,7679.34782608696,NA
"Paul Hughes","Fastball",140,2024-10-08,17:18:08,3,1,1000327998,"Right","MIA_RED","Gorski, Justin","1000092396","Left","MIA_RED","Undefined",4,"Top",1,0,0,"Changeup","BallCalled","Undefined","Undefined","Undefined",0,0,NA,85.71589,1.035367,-1.528927,2145.242411,251.808125,02:30:00,5.5075,1.66169,5.51752,-32.00998,6.88496,16.91965,3.80851,1.64178,77.6511,-4.892635,1.48655,0.448867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.92693,3.57386,-1.53987,50,5.57658,2.57636,-124.3026,1.12114,-13.84217,26.99533,-26.63241,"MIA_RED","MIA_RED","McKieFieldStad","TeamExclusive","Team","20241008-McKieFieldStad-Private-1","d0f51a70-85ba-11ef-bc7a-2929c503e766",83.97233,NA,NA,8.06479,NA,NA,NA,NA,NA,NA,"de7806b2-8c92-4ad9-9ed1-b25bd02c6928",2024-10-08,21:18:08,2024-10-08 21:18:08.265134,2024-10-08 21:18:08.265134,NA,"v3",471355,471355,NA,"Raether, Carson","1000338521","Right","MIA_RED","ad61f17c-e67e-4698-9b66-a1ffaa0b545d",54.97827,-125.3791,13.49767,5.5107,2.18316,-13.3162,-1.65362,3.12834,-6.92108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High",NA,NA,NA,NA,NA,"0-0",FALSE,NA,7679.34782608696,NA
"Paul Hughes","Fastball",129,2024-09-18,16:43:28,4,2,1000327998,"Right","MIA_RED","Raether, Carson","1000338521","Left","MIA_RED","Undefined",4,"Top",1,1,0,"Sinker","BallCalled","Undefined","Undefined","Undefined",0,0,NA,89.96412,-2.204265,-1.711206,2235.486944,241.975569,02:00:00,5.30524,1.59862,5.2497,-24.58718,10.96099,18.37367,1.18307,1.52131,82.07908,-6.735488,1.549836,0.429121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.71701,6.47048,-1.45592,50,5.08492,3.05685,-130.418,-5.92936,-16.66057,28.58038,-21.07994,"MIA_RED","MIA_RED","McKieFieldStad","TeamExclusive","Team","20240918-McKieFieldStad-Private-2","a8f05380-75fe-11ef-8e75-617990067e94",87.83635,NA,NA,7.88504,NA,NA,NA,NA,NA,NA,"aac22b23-72a5-4037-a7ba-d3fca9a9c105",2024-09-18,20:43:28,2024-09-18 20:43:28.048929,2024-09-18 20:43:28.048929,NA,"v3",471355,471355,NA,"Novak, David","1000076952","Right","MIA_RED","be84d296-5728-4a84-81a4-4853c9eac837",55.24853,-131.56315,14.29019,5.30557,-5.08473,-10.53997,-1.59177,3.7244,-8.33029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High",NA,NA,NA,NA,NA,"1-0",FALSE,NA,7679.34782608696,NA
"Paul Hughes","Fastball",55,2024-10-03,16:28:53,2,3,1000327998,"Right","MIA_RED","Gonzalez Rivera, Ignacio","10124440","Right","MIA_RED","Undefined",2,"Top",1,2,0,"Sinker","BallCalled","Undefined","Undefined","Undefined",0,0,NA,88.42875,-1.358584,-4.060099,2222.506963,225.382068,01:30:00,5.20803,1.60499,5.32776,-24.47867,12.33926,11.24788,1.88992,-1.27371,80.44753,-5.894176,-2.068815,0.436718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.80351,6.94457,-1.24584,50,5.06762,8.57417,-127.95649,-3.90912,-11.23256,27.43219,-20.70859,"MIA_RED","MIA_RED","McKieFieldStad","TeamExclusive","Team","20241003-McKieFieldStad-Private-1","1be67310-81c6-11ef-9d79-25cde8d1efad",86.30841,NA,NA,7.98122,NA,NA,NA,NA,NA,NA,"e03e4690-a92c-48a3-9636-72675eae3790",2024-10-03,20:28:53,2024-10-03 20:28:53.458,2024-10-03 20:28:53.458,NA,"v3",471355,471355,NA,"Novak, David","1000076952","Right","MIA_RED","553cfa31-cb2c-420d-bb64-1cf873fbe11d",55.16853,-129.0598,13.71609,5.20809,-3.07623,-10.35429,-1.59977,9.02594,-5.61628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High",NA,NA,NA,NA,NA,"2-0",FALSE,NA,7679.34782608696,NA
"Paul Hughes","Fastball",150,2024-10-08,17:21:10,4,5,1000327998,"Right","MIA_RED","Vrlak, Jake","1000131822","Right","MIA_RED","Undefined",4,"Top",1,2,2,"Sinker","StrikeCalled","Strikeout","Undefined","Strikeout",0,0,NA,87.8671,0.295306,-3.383586,2157.215491,254.045518,02:30:00,5.63541,1.24544,5.64674,-30.86872,5.94587,16.46143,3.33895,-0.54247,79.78009,-5.419694,-0.44736,0.436698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.30902,3.30693,-0.9687,50,5.64105,6.80976,-127.3454,-0.43738,-15.19013,27.69133,-26.7779,"MIA_RED","MIA_RED","McKieFieldStad","TeamExclusive","Team","20241008-McKieFieldStad-Private-1","3dd78dd0-85bb-11ef-bc7a-2929c503e766",86.31235,NA,NA,8.08701,NA,NA,NA,NA,NA,NA,"de7806b2-8c92-4ad9-9ed1-b25bd02c6928",2024-10-08,21:21:10,2024-10-08 21:21:10.833531,2024-10-08 21:21:10.833531,NA,"v3",471355,471355,NA,"Raether, Carson","1000338521","Right","MIA_RED","330a2a9c-015e-4b10-a77a-9748d2f4ff56",54.8503,-128.39577,13.84566,5.63837,0.57835,-13.38895,-1.23793,7.38594,-7.59507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High",NA,NA,NA,NA,NA,"2-2",FALSE,NA,7679.34782608696,NA
